polygon_id,avg_elev,avg_min_elev,avg_max_elev
193,20.39297393798828,20.25328712463379,20.598346481323244
195,20.47940393704087,20.306916720831573,20.598643402555094
1008,20.423686981201172,20.24538162379589,20.611966734950983
1009,20.453276269387878,20.224341206902626,20.623482249727186
1011,20.42945409726493,20.219065358367146,20.600398371491252
774,20.49502639770508,20.24334979057312,20.62192282676697
777,20.406557390059547,20.14021321000724,20.536106767325567
776,20.407836971860945,20.198531237515535,20.615299687241063
775,20.426584417169746,20.147707765752617,20.57762371410023
712,20.31566899435303,20.13658092697909,20.488220269506762
734,20.312601728537647,20.180504385958013,20.51184235405676
770,20.246703874080552,20.10918814982843,20.50395085396023
1065,20.423904807704268,20.230159994396686,20.6093167226026
881,20.36508878384527,20.18566372002079,20.543982934600304
1444,20.36535572270465,20.18129486134399,20.557610536987035
1487,20.330156930602424,20.18461050845609,20.503599072446917
470,20.416449290950123,20.171819454286158,20.50291945294636
1452,20.397761171514336,20.188781998374246,20.55505860935558
1329,20.330221940590736,20.182270145290943,20.52072478656543
1330,20.350804138183594,20.210666384015763,20.46684842790876
427,20.25200391219834,20.156053510762877,20.372856883679408
509,20.195417562461,20.10250130332852,20.350581030628
361,20.040805544172013,19.995878219604492,20.357601165771484
362,20.24137273730149,20.077101220210047,20.43464327483198
950,20.4495095458047,20.18026536153852,20.68532910526002
946,20.41109135571648,20.20242758358226,20.547171256121466
626,20.375044965744017,20.145810532569886,20.482947325706483
630,20.448877238425887,20.24111686834768,20.660750477253888
631,20.319796017238072,20.186235564095632,20.57063034602574
949,20.392619746854937,20.155317624409992,20.50466546245005
628,20.44577203717148,20.25028533266302,20.595356907760888
645,20.332533947257108,20.126155587129816,20.52321274335994
622,20.47216808094698,20.145676756216808,20.595849591922136
657,20.410543770625672,20.150052037732355,20.485780058235957
621,20.398507952008927,20.178931623186383,20.55155917576381
640,20.34175440322521,20.188602048297263,20.608488193778104
643,20.43906392237937,20.211315421170966,20.61940380954003
639,20.372298066334057,20.22985001020534,20.59402826780914
934,20.374783385427374,20.19899394386693,20.549390933388157
961,20.45110265558416,20.23026455965909,20.682238734852184
658,20.291200429742986,20.107817805897106,20.411615995927292
659,20.364365448822845,20.159954431894665,20.509740076838312
963,20.48086676750009,20.2441983593109,20.66009450067668
174,20.449158096313475,20.276740352085657,20.629017486572266
969,20.438298221633367,20.241247787777144,20.636711278922945
970,20.378746737062542,20.204557954875472,20.58482561547772
855,20.408271098959034,20.270359960095636,20.569418479656353
853,20.384971255347843,20.23651159377325,20.56293028876895
854,20.46897096633911,20.265849590301514,20.615637063980103
976,20.307884775707663,20.14446749872538,20.48881187708555
849,20.370971704784193,20.235818900560076,20.50647400554858
845,20.321700253932597,20.196811182035816,20.521907710342955
981,20.278170027383943,20.15221456202065,20.43175869453244
172,20.41549286561854,20.185796490837546,20.59335128559786
201,20.474728211112645,20.253997139308762,20.630414465199348
156,20.409104137097376,20.154357845500364,20.556944119728218
161,20.200523400608496,20.119612005692495,20.455383204206637
987,20.431322053931225,20.285698594718145,20.60618422497278
989,20.381937988447557,20.22021246346206,20.573159365952826
1005,20.45177681181166,20.246820418039956,20.642449866400824
164,20.342914323549014,20.19393941518423,20.501743729050094
1000,20.39006874778054,20.196812984371974,20.62942415032505
993,20.541119795579178,20.227052468519943,20.6882083599384
1506,20.49628288929279,20.262551344358005,20.674658390191887
655,20.53497606775035,20.30993073919545,20.66777915539949
1508,20.434830670799712,20.188491873402413,20.595588996762135
1510,20.47171964910295,20.276159312989975,20.650360425313313
1511,20.691086268661046,20.322045807791227,20.969112245163114
1015,20.417996207873028,20.225169161955517,20.610588053862255
1563,20.373173919883936,20.201442177231247,20.518142777520257
223,20.23321811358134,20.102079788843792,20.482896844546
217,20.42614162990025,20.210880715506416,20.580644825526647
